discrete_feature_0,discrete_feature_1,discrete_feature_2,discrete_feature_3,discrete_feature_4,redundant_feature_0,redundant_feature_1,redundant_feature_2,redundant_feature_3,redundant_feature_4,redundant_feature_5,redundant_feature_6,redundant_feature_7,redundant_feature_8,redundant_feature_9,noisy_feature_0,noisy_feature_1,noisy_feature_2,noisy_feature_3,noisy_feature_4,noisy_feature_5,noisy_feature_6,noisy_feature_7,noisy_feature_8,noisy_feature_9,noisy_feature_10,noisy_feature_11,noisy_feature_12,noisy_feature_13,noisy_feature_14,noisy_feature_15,noisy_feature_16,noisy_feature_17,noisy_feature_18,noisy_feature_19,label
3,2,1,3,3,-0.6316910512375609,1.8613002196521125,-0.6625654260310149,1.122904164415796,0.756986115280421,-0.18635933737333177,1.4365542311846404,0.011761280414256128,-0.6730123076331659,1.6338103077430939,0.25501584902694774,-0.5284621104685167,1.5772895961886695,-0.9577838369834127,1.3065994738159168,-0.07304274505560773,1.2040813313378511,0.003015377056493861,0.23797241442490177,1.5113076806666557,0.38590493260270226,-1.8230463318416137,1.1387693674251116,-0.5882115477493051,-0.484980972448874,-1.1180712740844843,0.12641754763837068,-0.14580495041504898,1.3548540115168173,0.8473174872461814,0
2,2,2,2,1,-1.9969233823752086,0.32984202627353887,0.6213065706736847,-4.034073223270222,-1.5860922926364998,-0.5092783594523146,2.3618402797680162,1.2197516135656734,-2.032748204571989,0.5114760753985474,-0.6419608046118142,-1.1197626049463902,0.4496207506242705,0.298110045324346,-0.5572068189119777,-0.539681709680709,0.4234108122039634,-0.8703929909587719,0.3301049329894336,1.2850872259692745,0.0908507040215402,-0.25412570518559824,-0.5202285789930164,0.5042763073111608,1.229515192988393,0.1952308830913697,-0.2601239056584431,-0.6561025224613751,-0.038107928285211846,0.13317083411917843,3
2,2,2,2,2,-0.9738081046539481,-0.8507216559379756,0.4560949462396726,-1.9000371476906655,0.38870398239456416,1.4678279271653447,-0.09471457392713718,0.7494859902919491,-2.2741570137932765,-1.38530881300259,-1.0762847749969884,-1.2360450764747546,0.1753383417506794,1.4091583369708824,-0.08248075109448459,1.4427636901007401,-0.4547737462899882,-0.47602753530387987,0.6474707578833306,-0.3723728238857586,-1.5966724056659725,-2.899974095073848,-0.3902994882948453,-0.9503416455384325,-1.1315150392358877,-0.23777127572504816,-1.2098199176028905,0.18158231656907817,2.2566973291572676,0.46563931283359405,3
2,2,2,2,2,0.1797851178511634,0.17897456523000185,-0.564997770917024,0.20206589867047947,-0.18389070326130422,-0.7987540448771492,0.672784826028021,0.07882581249639005,0.7322524004177354,0.5970402297135298,0.4239987421429778,-0.2686054400167861,-0.2115401173563489,1.7905318039502125,-0.3229543992581247,-0.23074239368249438,-0.32241265154235954,-1.189035118250325,0.780386803095223,0.3971870794921059,0.0438465837488873,0.6390364800701878,1.2402441977569845,-0.2214753146966719,0.024252420843379755,-1.0815538680865826,0.2613806026344218,0.4944549807618747,1.3905602935960848,-0.535079743628144,3
2,2,0,2,3,-0.2484270842954522,2.44465614855123,2.5644114489849694,1.867998421041066,0.5808564923693058,1.5707537504492897,-1.8684310045260828,-1.073973186764938,-1.911173933894771,-0.22000604256852818,0.31561418121662593,0.5656032700740208,0.2726060946067063,2.0097068385034116,0.16323918093814682,0.8813220666240025,-0.8836688447866828,0.6297916369500824,0.4543140487732987,1.0916274110958868,-0.04011965194319411,-1.6487374566012005,-0.9994278615162581,0.8660843413257783,-0.04975990520499603,0.1344267477683893,0.5423659785252216,-0.6610491051740832,1.3159348263301094,0.017824878670788906,0
0,2,2,1,1,0.2538117424296362,-1.5994875279981156,2.2220642311188903,-0.2079778432567317,-0.17153784215791984,2.451333614669251,-3.720760815005625,-1.1783050287782353,-0.4866569251484636,-2.0135395503962044,-1.0763808784514004,0.5196233404378978,0.13376447886832513,1.1686843302191539,1.54812548134788,0.8031861950514364,0.897450872867859,-0.3593522653912019,1.3718666843543466,-0.553098824871671,-0.6555565639858101,-0.08472634139638695,-0.33159210079005974,-0.5508355769836026,1.4276833725032905,-0.37269929254350326,2.653494205731421,-0.820640488702416,-1.5822415628679933,0.7377943790343577,4
2,1,3,2,2,-0.8254066089893516,-0.7690435276872736,-1.7701291390445926,-1.2882633350454422,-0.8412169185693625,-0.9071667123178709,1.8682449505213805,-0.0002604139689842966,1.416966482589359,2.267859433824094,-1.0037350048717253,1.26179624633484,0.662451493627852,0.5562196908437829,-1.6957997473146047,1.7998789178292165,-0.4139652040572548,-0.6567401759674091,-1.0240805774332582,0.613705149580882,-0.5242669170298122,-1.2011098082988054,-0.15174170398066503,0.3534218888551701,0.3782692286251504,-0.4413292716803774,-1.0767858675938957,-0.03640405984460302,0.4780525799690857,0.6035638793148996,2
2,2,2,2,2,-0.49958445062210965,0.29767090637285487,1.1197997442729517,-0.28861006646398274,0.8197677424952751,1.5697061419651328,-0.807685224093699,0.29383095855767816,-2.3505344139149247,-1.4391618641053492,-2.85526803419689,0.3498539320579727,-0.7881261656093483,0.10780730643457367,0.4246690992072361,-0.6524341747895088,-0.7809483949895663,-0.02726919004270609,-0.831020784437938,-1.2933561926908477,1.2421206697869063,-0.677787791098215,-1.1421078500092734,-0.7124789954673361,1.7721371308662177,-1.8087338295156323,0.7428776898923823,1.1740362538715847,0.2841342478647882,-0.7210950890749857,3
3,3,3,3,2,0.4461935709976319,0.8962976637512942,-0.7023257280138876,-2.3108278338898502,-1.5854453597316296,-4.021593787469198,3.762222392411028,2.4038268602528676,0.34713295508783204,-0.3947685918541929,-0.5385115753847721,2.2445552666329447,-0.261027986053683,-0.85661764086711,1.0767175996220513,-0.259804507207753,-0.9716071777697378,1.6281733963728404,0.4957490623312322,-1.5539724993818553,1.1538556772487596,1.0554807601623915,-1.421945833998392,0.6783766147364384,-0.7221908118316899,-0.43808260114095987,-1.39700342555201,-0.9424373379275756,2.0155870695921303,0.1424001376197936,1
1,2,2,2,1,-0.629580523657623,-0.7461983758590972,0.914646352442754,-2.3243645030091606,-1.1164351870657323,0.13121978419673225,-0.0007941832185957667,0.36453016590118203,-0.7009921097719533,-0.6460991307129138,-1.4620350290946684,-0.07047802883628695,0.3852457095059734,-1.0797628199842415,0.7867150963536661,0.6093668672957673,0.7083303832764237,2.218484062866352,1.948306788932166,1.057535092883308,0.39006846807553525,-1.5086490094181835,0.7613370793356856,-0.49386212691884457,-0.4822339121349461,0.6848570687190946,0.31430943839787007,-0.46123544347991585,0.11667635986285954,1.3025714556954064,4
